id,Movie_Name,Plot
42205,Good Guys Wear Black,An ex-US Army commando must find the reason why his comrades from his unit are being systematically murdered before he is next.::Kenneth Chisholm
37296,Protocol,"Sweet, unsophisticated Sunny is working as a cocktail waitress. She saves a visiting dignitary and as a reward she gets a top-office job in the Washington beehive. She has to fight against a devious protocol officer but with her charms, she saves the day when she gets involved in an arms deal with an Arab country.::Mattias Thuresson"
13553,The Driller Killer,"An artist slowly goes insane while struggling to pay his bills, work on his paintings, and care for his two female roommates, which leads him taking to the streets of New York after dark and randomly killing derelicts with a power drill.::matt-282"
141003,The Thin Blue Lie,A spine-chilling thriller about a courageous young reporter who risks his life and career to go deep into police abuse within homicide.::Anonymous
29270,Zamani barayé masti asbha,"Young Iranian Kurdish siblings try to save the youngest of them, who is seriously ill.::Anonymous"
1926,11'09''01 - September 11,The effects of the 9/11 terrorist attacks are told from different points of view around the world.::The_Director
24798,True Stories,"A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show.::Daniel Jos. Leary"
192936,Frank Herbert's Children of Dune,"The twins of Paul ""Muad'dib"" Atreides become embroiled in the political landscape of Arrakis (""Dune"") and the rest of the universe.::IMDb Editors"
45044,Vendredi Soir,"It's Friday night--she's moving in with her boyfriend tomorrow--so she goes out, but gets stuck in traffic--where she meets a handsome stranger.::wrstevenson"
26860,White Zombie,"A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave."
27130,I Walked with a Zombie,"A nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island."
49636,獨臂拳王大破血滴子,"After his students are killed by the One Armed Boxer, a vengeful and blind Kung Fu expert travels to a village where a martial arts contest is being held and vows to behead every one armed man he comes across.::Joey Lennox"
1059,隠し砦の三悪人,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.::Samovarkov"
12493,天国と地獄,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.::duke1029@aol.com
11602,Såsom i en spegel,"Recently released from a mental hospital; Karin rejoins her emotionally disconnected family and their island home, only to slip from reality as she begins to believe she is being visited by God."
14638,The Killers,"Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.::Rod Crawford <puffinus@u.washington.edu>"
22694,The Trip,Steve is asked to review restaurants for the UK's Observer who is joined on a working road trip by his friend Rob who fills in at the last minute when Coogan's romantic relationship falls apart.::Anonymous
7090,Ken Park,Ken Park is about several Californian skateboarders' lives and relationships with and without their parents.::Mr. Pink
29235,Premature Burial,An artist grows distant from his new wife as an irrational horror of premature burial consumes him.::J. Spurlin
14108,The Weather Underground,"The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous.::Anonymous"
4291,菊次郎の夏,"A young, naive boy sets out alone on the road to find his wayward mother. Soon he finds an unlikely protector in a crotchety man and the two have a series of unexpected adventures along the way.::Daniel Jos. Leary"
28476,The Phantom Tollbooth,"Milo is a boy who is bored with life. One day he comes home to find a toll booth in his room. Having nothing better to do, he gets in his toy car and drives through - only to emerge in a world full of adventure.::Eric Sorensen <Eric_Sorensen@fc.mcps.k12.md.us>"
62383,Passed Away,A bunch of eccentric relatives gather for their patriarch's funeral.::Christopher D. Ryan <cryan@direct.ca>
250,I Kina spiser de hunde,"Two brothers, one cold and ruthless, the other sensitive and reluctant, and their brutal misadventures.::Qrrbirbel"
108059,City Limits,"A series of teenage gangs struggle against each other in a not-so-distant future. Eventually they united against an evil corporation, as represented by evil CEO Robby Benson who wants to control everything.::<crow_steve@hotmail.com>"
631,Sunrise: A Song of Two Humans,"In this fable-morality subtitled ""A Song of Two Humans"", the ""evil"" temptress is a city woman who bewitches farmer Anses and tries to convince him to murder his neglected wife, Indre.::alfiehitchie"
25504,Shock Corridor,"Bent on winning a Pulitzer Prize, a journalist commits himself to a mental institution to solve a strange and unclear murder.::Anonymous"
1786,Au Revoir les Enfants,"1944. Julien goes to a Catholic school in German-occupied France. He is a loner and does not care too much when a new boy, Jean, joins his class. However, over time they become the best of friends. Then Julien discovers a secret about Jean.::grantss"
27545,The Wasp Woman,"The head of a major cosmetics company experiments on herself with a youth formula made from royal jelly extracted from wasps, but the formula's side effects have deadly consequences.::Parker Brennon"
22718,Attack of the Giant Leeches,"A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp, but the local police don't believe them.::duke1029"
439,La dolce vita,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.::Daniel Jos. Leary
823,人狼,"Set in the distant future where both North and South Koreas agree to establish a joint government, which has been in preparation for a duration of 7 years, the plot focuses on political uprisings on opposing sides which grow fierce when a special police unit is formed to stop the chaos."
42791,The Americanization of Emily,An American Naval Officer's talent for living the good life in wartime is challenged when he falls in love and is sent on a dangerous mission.
5544,Hiroshima mon amour,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.::duke1029@aol.com
56167,Le Carrosse d'or,"Three men of varying social standing - a viceroy, a bullfighter, and a soldier - vie for the affections of an actress in 18th-century Peru.::TompaDompa"
19185,Night of the Living Dead,"A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.::Dave"
28257,The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.::J. Spurlin"
36786,While the City Sleeps,A serial killer has been killing beautiful women in New York and the new owner of a media company offers a high ranking job to the first of his senior executives who can get the earliest scoops on the case.::Directorgene
4497,Viridiana,"Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior.::ukjf"
27601,Citizen Toxie: The Toxic Avenger IV,"The Toxic Avenger must defend his friends from his own evil alternate universe doppelgänger, The Noxious Offender.::Daniel Jos. Leary"
16214,Hooper,Hollywood aging stuntman Sonny Hooper wants to prove that he's still got what it takes to be a great professional in this risky and under-recognized line of work.::nufs68
33738,Take Me Out to the Ball Game,"Two turn-of-the-century baseball players, who work in vaudeville during the off-season, run into trouble with their team's new female owner and a gambler who doesn't want them to win the pennant."
24731,Short Time,"When a police detective thinks he is dying and learns that his life insurance pays out more if he dies in the line of duty, he tries to make that happen.::Kenneth Chisholm"
4507,"Jamón, jamón","When a mother disapproves of her son's lover, she hires an underwear model and former bullfighter to seduce her away.::Will S"
34847,College,Two young single ad men must disguise themselves as women to live in the one apartment they can afford.::Kenneth Chisholm (kchishol@rogers.com)
1994,The Most Dangerous Game,An insane hunter arranges for a ship to be wrecked on an island where he can indulge in some sort of hunting and killing of the passengers.::Michael Crew <m.crew@bbcnc.org.uk>
59210,The Mother,"A woman has a passionate affair with a man half her age, who is also sleeping with her daughter.::Anonymous"
24190,Le temps du loup,"When Anna and her family arrive at their holiday home, they find it occupied by strangers. This confrontation is just the beginning of a painful learning process.::production@FilmsduLosange.fr"
47821,City of Joy,"An American doctor, a British nurse and an illiterate Indian farmer join together to transform a Calcutta ghetto in this uplifting, inspirational movie starring Patrick Swayze and Pauline Collins."
42122,The Dresser,Personal assistant Norman struggles to get deteriorating veteran actor Sir through a difficult performance of King Lear.::Kenneth Chisholm
35151,Hello Again,Ten lost souls slip in and out of one another's arms in a daisy-chained exploration of love's bittersweet embrace.
59427,Ring of Bright Water,"Whoever said dog is man's best friend never met Mij! Mij is a cute, cuddly pet shop otter who captures the heart of Graham Merill (Bill Travers). It doesn't take Graham long to realize that London is no place to raise a slippery otter. So he takes Mij to live in a ramshackle cottage on the coast of Scotland. Together they set out to explore the curious and magnificent natural wonders that surround their seaside home--from orphaned geese to tooth-less sharks. While Mij spends his days frolicking in the icy cold sea, Graham finds himself falling in love with the beautiful town doctor, Mary (Virginia McKenna). Before long, the three become inseparable friends.::Rone Barton Lokarr <sandbox2@netcom.com>"
34748,Give My Regards to Broad Street,Sir Paul McCartney's recording of his new album is complicated by the fact that the master tapes of his recordings are missing.::Kenneth Chisholm
24004,We're Not Married!,"In separate stories, five wedded couples learn that they are not legally married.::Rod Crawford <puffinus@u.washington.edu>"
17481,The Adventures of Sherlock Holmes,"Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.::Kenneth Chisholm"
27118,The Hound of the Baskervilles,"When a nobleman is threatened by a family curse on his newly inherited estate, detective Sherlock Holmes is hired to investigate.::Kenneth Chisholm"
47819,Americathon,"In a story told in narrative flashbacks, a young TV consultant is hired by the President of a bankrupt USA to organize a telethon in order to prevent the country from being repossessed by wealthy Native Americans.::Steven F. Scharff"
18712,Sands of Iwo Jima,"Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline."
26516,Blackboard Jungle,"A new English teacher at a violent, unruly inner-city school is determined to do his job, despite resistance from both students and faculty.::Shannon Patrick Sullivan <shannon@mun.ca>"
26451,Indagine su un cittadino al di sopra di ogni sospetto,"A chief of detectives, homicide section, kills his mistress and deliberately leaves clues to prove his own responsibility for the crime.::Damir Dukich <Damir.Dukic@snet.fer.uni-lj.si>"
43336,Executive Suite,"When the head of a large manufacturing firm dies suddenly from a stroke, his vice presidents vie to see who will replace him.::duke1029@aol.com"
49633,The King of Kings,Jesus Christ faces religious and political oppression during his ministry and in the days before his death and resurrection.::cupcakes
16559,The Picture of Dorian Gray,"A corrupt young man somehow keeps his youthful beauty, but a special painting gradually reveals his inner ugliness to all.::Kenneth Chisholm"
15794,White Heat,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.::Ted Sancto
13188,Scrooge,"A musical retelling of Charles Dickens' classic novel about an old bitter miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.::Kenneth Chisholm"
47653,The Immigrant,1921. An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.::Anonymous
29353,My Little Chickadee,"After a scandal runs a gold-digger out of town, she meets a con artist and becomes embroiled in a string of petty deceits."
72096,Bloodhounds of Broadway,"This musical is based on four short stories by Damon Runyon. In one tale, gambler Feet Samuels (Randy Quaid) sells his body to science just as he realizes that Hortense Hathaway (Madonna) loves him and that he would rather live than die. In another story, Harriet MacKyle's (Julie Hagerty's) parrot is killed, and she has problems dealing with her loss. Then, there is a gambler, ""Regret"" (Matt Dillon), who has bloodhounds on his trail when he becomes a murder suspect. Finally, ""The Brain"" (Rutger Hauer) is bleeding profusely, and his friends search for a way to save his life through a blood transfusion.::Rachaela"
43897,The Littlest Rebel,"Shirley Temple's father, a rebel officer, sneaks back to his rundown plantation to see his family and is arrested. A Yankee takes pity and sets up an escape. Everyone is captured and the officers are to be executed. Shirley and ""Bojangles"" Robinson beg President Lincoln to intercede.::Ed Stephan <stephan@cc.wwu.edu>"
29456,Reconstruction,A young man who thought himself already in love with a nice girl is drawn into a literary drama when he is captured by a deep and stimulating love affair.::Peter Brandt Nielsen
29383,Talvisota,"In 1939, two Finnish brothers are conscripted in the army to fight in the war between Finland and the Soviet Union.::nufs68"
58669,The Secret Life of Girls,"15-year-old Natalie, confused to begin with, finds out about her father's affair with one of his students. Refusing to simply stand by and watch her family disintegrate, Natalie takes it upon herself to expose the problem, and in doing so calls into question the family's penchant for denial.::Andrew Campbell <gurghi@hotmail.com>"
44494,Zéro de conduite,"Pascal Bataille, Laurent Fontaine and their three female co-host reveal your worst defaults on TV.::Cindy Meslem"
15484,Shadows,An American writer in Rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.::matt-282
36672,Coming Out,A young teacher in East Berlin struggles with accepting his homosexuality.
43466,The Farmer's Daughter,"Katrin ""Katy"" Holstrum seeks help from Congressman Glen Morley just when he needs a governess for his sons Steve and Danny. Morley hires Katy and her common-sense solutions contrast with the refined Morley's complicated ways. Grandmother Agatha is there to provide her opinions."
76076,The Time of Your Life,"A wide variety of persons come into Nick's Pacific Street Saloon, some to ask for work and others just to pass the time.::Snow Leopard"
11584,Roxanne,The large-nosed C.D. Bales is in love with the beautiful Roxanne; she falls for his personality but another man's looks.::Rob Hartill
11884,The Last Starfighter,Video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best starfighters to defend their world from the attack.
80,Before Sunset,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.::Anonymous"
45874,Posse,A group of mostly black infantrymen return from the Spanish-American War with a cache of gold. They travel to the West where their leader searches for the men who lynched his father.::frankfob2@yahoo.com
65994,Prince Valiant,"In a time now lost in the mists of memory, the great King Arthur rules in the legendary citadel that is Camelot. His Knights of the Round Table commit acts of derring-do and spend their spare time jousting, much to the delight of the local citizens and especially to Princess Ilene, a guest at Camelot. Watching her from afar is a young, inexperienced squire called Valiant, and when the young Welsh princess is sent home to marry Prince Arn, Valiant contrives to accompany her masquerading as Sir Gawain. Meanwhile, the evil sorceress Morgan le Fey, sister to King Arthur, has convinced the tyrannical Sligon, ruler of the Viking kingdom of Thule, that he should steal Arthur's sword, the powerful and magical Excalibur, knowing that its loss could bring about Arthur's downfall. So into the fray comes Sligon's unstable and psychotic brother Thagnar, who manages to steal the sword. Pandemonium reigns. But Valiant is having problems of his own - kidnappers attempt to steal away the Princess, and after various skirmishes, including one with a mysterious character who lives in a cave and purloins treasure, women and other things of value, Valiant manages to return the Princess to her homeland - although he also manages to have a duel with the Princess' jealous fiancé, Prince Arn. All things converge as Valiant is finally informed of his heritage by the stranger from the cave... Boltar of Thule. He informs the lad that he is Prince Valiant, rightful heir to the kingdom of Thule, and with his help, Valiant returns to the land of his birth to rightfully claim what is his.::Helen Chavez"
30054,The Tin Star,"A cynical former sheriff turned bounty hunter helps a young, recently appointed acting sheriff with his advice, his experience and his gun.::Gabe Taverney (duke1029@aol.com)"
5228,Stay Hungry,"So-called 'special agent' infiltrates into the gym, which is targeted by a dirty business fraud."
12625,Guns of the Magnificent Seven,A Mexican revolutionary hires an American gunslinger to organize the rescue of their leader from a brutal Army prison.::David Bassler
42525,The Last Valley,"During the Thirty Years' War of 1600s, a band of Protestant mercenaries peacefully coexist with German Catholic villagers in a hidden idyllic mountain valley untouched by war.::nufs68"
43417,The Magnificent Seven Ride!,"Forced by personal circumstances, Marshal Chris Adams recruits a writer and five prisoners to help him eliminate a gang of Mexican bandits.::nufs68"
62395,Marcelino pan y vino,Marcelino is an orphan who grows up in a monastery. One day when he eats his small meal in a room full of old things he gives a piece of his bread to an old wooden Jesus figure - and indeed it takes the bread and eats it. Getting a wish granted for his donation Marcelino wishes to see his mother...::Volker Boehm
42737,Morituri,A war pacifist is blackmailed to pose as an SS officer and to disable the scuttling explosives on freighter carrying rubber cargo to be captured by the Allies.
43787,You Were Never Lovelier,"In Buenos Aires, a man who has decreed that his daughters must marry in order of age allows an American dancer to perform at his club under the condition that he play suitor to his second-oldest daughter."
27437,The Bachelor and the Bobby-Soxer,"A high school girl falls for a playboy artist, with screwball results.::Rod Crawford <puffinus@u.washington.edu>"
51997,No Name on the Bullet,"When hired killer John Gant rides into Lordsburg, the town's folk become paranoid as each leading citizen has enemies capable of using the services of a professional killer for personal revenge.::nufs68"
62694,The Snake Pit,A detailed chronicle of a woman during her stay in a mental institution.::Anonymous
1040,Il gattopardo,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860's Sicily.::Gabe Taverney (duke1029@aol.com)"
119623,Un amour de Swann,"Elegant and educated bachelor, Charles Swann, moves in the most powerful and fashionable circles of Paris in the 1890's. When he falls in love with Odette de Crecy, a courtesan, his friends warn him against marriage. Proving himself a silly and socially-foul goose, Swann ducks his social responsibilities, Odette ensnares him, and he is gently but firmly cast out of society amidst everyone's great politeness.::<jhailey@hotmail.com>"
31522,Une Femme est une femme,"A French striptease artist is desperate to become a mother. When her reluctant boyfriend suggests that his best friend impregnate her, feelings become complicated when she accepts.::Daniel Jos. Leary"
26893,どん底,"In a Japanese slum, various residents play out their lives, dreaming of better things or settling for their lot. Among them is a man who pines for a young woman but is stymied by her deceptive family.::Daniel Jos. Leary"
17218,The Set-Up,"Because aging boxer Bill Thompson always lost his past fights, his corrupt manager, without telling Thompson, takes bribes from a betting gangster, to ensure Thompson's pre-arranged dive-loss in the next match.::nufs68"
65156,The North Avenue Irregulars,"When crooks set up operations in a traditional town, a minister and a group of church ladies are willing to do anything, no matter how wacky, to get them out.::Erin Hunt <thehunts@nr.infi.net>"
21147,"No Deposit, No Return","During school-break, two kids are to stay with their rich Grandpa but they would rather join their mother overseas, so, in need of plane-ticket cash, they convince two petty-criminals to fake-kidnap them for a ransom they could all share."
16703,This Gun for Hire,"When assassin Philip Raven shoots a blackmailer and his beautiful female companion dead, he is paid off in marked bills by his treasonous employer who is working with foreign spies.::Directorgene"
20298,Black Angel,"Trapped in an unhappy marriage, the wife of a high ranking Fascist official starts a dangerous, self-destructive relationship with a duplicitous S.S. Officer.::Boris Florida"
22112,Criss Cross,An armored truck driver and his lovely ex-wife conspire with a gang to have his own truck robbed on the route.::Directorgene
69526,The Assassination Bureau,A woman causes a group of assassins to face their greatest challenge.::softsofa
6947,The Village,A series of events tests the beliefs of a small isolated countryside village.
23750,Revengers Tragedy,"In a post-apocalyptic Liverpool, a man returns seeking revenge for his wife's murder - and everyone speaks perfect Jacobean English.::emvan"
25536,PTU,"When an obnoxious detective loses his gun to four young thugs, it's up to the P.T.U. (Police Tactical Unit) and their iron-willed leader to recover the weapon and clean up the mess before daybreak."
38837,Неоконченная пьеса для механического пианино,"Early in the 20th century, family and friends gather at the country estate of a general's widow, Anna Petrovna. Sofia, the new wife of Anna's step-son, recognizes Misha, the brother-in-law of one of the widow's admirers: a few years before, they had been idealistic lovers and now she can't believe he has settled for a dim wife and a job as a teacher. Amidst parlor games and idle talk of women's rights and peasants' capabilities, Sofia and Misha rekindle their love. Will they flaunt convention, abandon families, and run away to pursue lost dreams? Rescue comes from an unexpected place.::<jhailey@hotmail.com>"
33333,青い春,"A group of a run-down Tokyo high school students face the struggles of growing up, growing apart from their friends and worrying about their future, while living in a highly violent environment.::davidrf"
13559,The Mangler,"A laundry-folding machine has been possessed by a demon, causing it to develop homicidal tendencies.::<crow_steve@hotmail.com>"
12548,I Vitelloni,A character study of five young men at crucial turning points in their lives in a small town in Italy.::Anonymous
17994,Witchboard,"When his girlfriend becomes dangerously obsessed with a ghost she contacted using a ouija board, Jim reluctantly joins forces with her ex - his own estranged childhood best friend - to identify and exorcise the evil spirit.::mrosesteed"
49069,The Apple,"In 1994, a young couple enters the world of the music industry, and subsequently the world of drugs.::Mattias Thuresson <mattias.thuresson@mbox300.swipnet.se>"
11823,Wimbledon,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.::lcheala@imdb.com"
43839,Alexander's Ragtime Band,This send-up of ragtime song and dance begins in 1915 San Francisco when society boy Roger Grant decides to pursue popular rather than serious music.::Ed Stephan <stephan@cc.wwu.edu>
35101,The Last Flight of Noah's Ark,"When a plane carrying various animals makes a forced landing on a desert island, the only chance to escape is to convert the plane into a boat.::Kenneth Chisholm"
47446,The Trojan Women,The women of Troy face enslavement after the fall of their city.::Lordship <lordship@juno.com>
42600,Watermelon Man,"An extremely bigoted white man finds out the hard (and somewhat humorous) way what it's like being a black man, firsthand!::Douglas Stanley <dgstan@teleport.com>"
62697,Bug,An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.::1daydreamer
184530,Spin,"Mike Flaherty, the Deputy Mayor of New York City, and his team of half-wits must constantly save the Mayor from embarrassment and the media. Mike is later succeeded by Charlie Crawford.::ahmetkozan"
8849,Alfie,A cockney womanizer learns the hard way about the dangers of his actions.::Anonymous
9801,Bridget Jones: The Edge of Reason,"After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.::Daniel Jos. Leary"
4251,Veer-Zaara,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.::Official Source"
2288,Closer,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.::WilliamNixon
35189,The Errand Boy,"A goofy paperhanger is hired to root out a financial inefficiency on a Hollywood studio lot, wreaking havoc as he goes.::Jaxen Ross"
58182,The Stooge,"Egotistical vaudevillian Bill Miller basks in the limelight with his successful musical-comedy act, but his success is due to his unheralded second banana.::Gabe Taverney (duke1029@aol.com)"
42668,Alexander the Great,"As Alexander the Great prepares for his battle against his great rival, King Darius III, he must also face down his own war weary army and internal rivals."
30719,I'll Be Seeing You,A soldier suffering from combat fatigue meets a young woman on Christmas furlough from prison and their mutual loneliness blossoms into romance.::duke1029
29267,Der müde Tod,"When a woman's fiancé disappears, Death gives her three chances to save him from his fate.::Beth"
36841,The Sheik,"A charming Arabian sheik becomes infatuated with an adventurous, modern-thinking Englishwoman and abducts her to his home in the Saharan desert.::Shannon Patrick Sullivan <shannon@mun.ca>"
171432,The Man from Beyond,A man who has been frozen in the Arctic ice for 100 years returns to civilization to find his lost love.::Anonymous
992,"Sherlock, Jr.",A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.::ahmetkozan
964,The Phantom of the Opera,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.::Kenneth Chisholm
28189,La Chute de la maison Usher,"Upon entering his fiancée's family mansion, a man discovers a savage family curse and fears that his future brother-in-law has entombed his bride-to-be prematurely.::Brian O'Connell"
42538,Sadie Thompson,A prostitute seeking a fresh start becomes the obsession of a religious extremist.::cupcakes
5729,L'âge d'or,"A surrealist tale of a man and a woman who are passionately in love with each other, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society.::Anonymous"
28268,Otona no miru ehon - Umarete wa mita keredo,Two young brothers throw a tantrum when they discover that their father isn't the most important man in his workplace.::Sin Jack
56724,What Price Hollywood?,The career of a waitress takes off when she meets an amiable drunken Hollywood director.::Michael Crew <m.crew@bbcnc.org.uk>
43130,Lady for a Day,"A gangster tries to make Apple Annie, the Times Square apple seller, a lady for a day.::Michael Crew <m.crew@bbcnc.org.uk>"
50073,Wild Boys of the Road,"In the depths of the Depression, two teenage boys strike out on their own in order to help their struggling parents and find life on the road tougher than expected.::duke1029@aol.com"
47921,Imitation of Life,"An aspiring white actress befriends an African American widow, but trouble arises when the latter is rejected by her daughter, who tries to pass for white.::Anonymous"
17907,The Raven,"When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.::Relativity Media"
52677,Le crime de Monsieur Lange,"The boss of a publishing company is a womanizer and a jerk, but what would happen if he suddenly disappeared?::pyukumuku"
14615,Fury,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.::ahmetkozan"
37650,Nothing Sacred,"An eccentric woman learns she is not dying of radium poisoning as earlier assumed, but when she meets a reporter looking for a story, she feigns sickness again for her own profit."
33112,It Started with Eve,"In order to please his dying father, a man convinces a hat-check girl to impersonate his fiancée, but complications arise when the father's health suddenly improves."
28789,Never Give a Sucker an Even Break,"A filmmaker attempts to sell a surreal script he has written, which comes to life as he pitches it."
97648,My Favorite Blonde,"Karen Bentley, an English secret agent, links up with Larry Haines and his star penguin Percy in an attempt to outwit German spies.::Erica Schulman <ens1@psuvm.psu.edu>"
23336,Why We Fight: Prelude to War,The official World War II US Government film statement defining the various enemies of the Allies and why they must be fought.::Kenneth Chisholm
41355,The Memphis Belle: A Story of a Flying Fortress,"A documentary on the 25th bombing mission of the Memphis Belle, a B-17 in the US 8th Air Force.::grantss"
22638,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,"In the midst of the Hundred Years' War, the young King Henry V of England embarks on the conquest of France in 1415.::GusF"
51144,Hets,"An idealistic adolescent, suffering under the thumb of a sadistic schoolmaster, falls in love with a loose girl who is bullied and tormented by another lover.::J. Spurlin"
35006,The Mask of Dimitrios,Mystery writer Cornelius Leyden becomes intrigued when the murdered body of a vicious career criminal washes up in the Bosphorus.::duke1029
21451,Ministry of Fear,"Stephen Neale has just been released from an asylum during World War 2 in England when he stumbles on a deadly Nazi spy plot by accident, and tries to stop it.::Directorgene"
14320,Great Expectations,Modernization of Charles Dickens classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.::John Sacksteder <jsack@ka.net>
26701,Humoresque,"A classical musician from the slums is sidetracked by his love for a wealthy, neurotic socialite.::Anonymous"
20246,The Stranger,Follows the lives of suburban families whose secrets and lies are made public by the appearance of a stranger.
31980,Road to Rio,Two inept vaudevillians stow away on a Brazilian-bound ocean liner and foil a plot by a sinister hypnotist to marry off her niece to a greedy fortune hunter.::Gabe Taverney (duke1029@aol.com)
29244,3 Godfathers,Three outlaws on the run find a dying woman in the desert who gives birth to a baby. The mother entrusts the care of the child to the three men.::nufs68
35032,The Pirate,"A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.::R. Kessen <rhkessen@cs.vu.nl>"
44190,They Live by Night,"An escaped convict, injured during a robbery, falls in love with the woman who nurses him back to health, but their relationship seems doomed from the beginning.::David Rush"
4558,Orphée,A poet in love with Death follows his unhappy wife into the underworld.::cupcakes
43961,Carbine Williams,David Marshall Williams is sent to a prison farm where he works in the tool shop and eventually develops the precursor of the famous M-1 Carbine automatic rifle used in World War II.::nufs68
99898,Man on a Tightrope,Czech circus owner-Clown and his entire troupe employ a daring stratagem in order to escape en masse from behind the iron curtain.::Anonymous
35861,近松物語,"Ishun is a wealthy, but unsympathetic, master printer who has wrongly accused his wife and best employee of being lovers. To escape punishment, the accused run away together, but Ishun is certain to be ruined if word gets out."
20127,It Should Happen to You,"When a young woman with dreams of fame rents a billboard to advertise herself, her life changes overnight."
803,Nuit et brouillard,The history of Nazi Germany's death camps of the Final Solution and the hellish world of dehumanization and death contained inside.::Kenneth Chisholm
15697,Jailhouse Rock,"After serving time for manslaughter, young Vince Everett becomes a teenage rock star.::Dragan Antulov <dragan.antulov@altbbs.fido.hr>"
30637,Corridors of Blood,"Dr. Thomas Bolton fights for the use of anesthetic in surgery and uses himself as a guinea pig, but soon finds himself addicted.::duke1029@aol.om"
76754,巨人と玩具,"In the middle of a fierce commercial competition between three caramel companies, an executive builds up a ditsy teenage girl as a mascot while simultaneously trying to uncover the rival companies' plans.::Samovarkov"
690,Pickpocket,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.::alfiehitchie
46918,浮草,"The head of a Japanese theatre troupe returns to a small coastal town where he left a son who thinks he is his uncle, and tries to make up for the lost time, but his current mistress grows jealous.::Stefan and Brian McInnis"
36872,女が階段を上る時,"A middle-aged bar hostess, constantly in debt, is faced with numerous social constraints and challenges posed to her by her family, customers and friends.::Samovarkov"
31589,悪い奴ほどよく眠る,A vengeful young man marries the daughter of a corrupt industrialist in order to seek justice for his father's suicide.::Gabe Taverney (duke1029@aol.com)
750,Murder She Said,"When Miss Jane Marple reports witnessing a murder through the window of a passing train, the police dismiss her as a dotty spinster when no trace of the crime can be found.::duke1029"
64568,Taste of Fear,"A wheelchair-bound young woman returns to her father's estate after ten years, and although she's told he's away, she keeps seeing his dead body on the estate.::duke1029@aol.com"
14537,切腹,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.::Daniel Jos. Leary"
